is_preferred_configuration,gate,direction,movstat_sum,movstat_sum_more,tester_sum,tester_sum_more,hit,mistake [%],real_mistake [%],correct [%],Test ID,Instance,Camera,Camera version,Movie,MovStat ver.,No movements,processed_image_size,ml_enabled,ml_max_conf_thresh,ml_only_ml_input,ml_model_file_path,scale,algorithm,morphology_size,x_cluster_dist,y_cluster_dist,max_object_frame_interval,min_frames_in_gate_range,filter_slow_objects,keep_lost_objects_max_frames,split_bigger_objects,object_size_gate_range,custom_avg_factor,nSamples,replaceRate,propagationRate,hitsThreshold,alpha,beta,blinkingSupressionDecay,blinkingSupressionMultiplier,noiseRemovalThresholdFacBG,noiseRemovalThresholdFacFG,subconfiguration_index,subconfig,optimize
0,gate_12_4_1561610695862,IN,0,0,0,0,0,0,0,0,9019281,,Cam 2 Entrance 1,5381,http://storage.movstat.com/000594/1721/0122020100118.mp4,3.4.0.0,"gate_12_4_1561610695862, gate_1_8_1600339622903",240,1,0.5,1,pytorch_detector_v2_256x448.pt,,GSOC,0,360,1,4,4,0,0,1,11: 0.5 | 11: 0.5,0,20,0.003,0.01,32,2.01,0.0022,0.1,0.1,0.0004,0.0008,none,,false
0,gate_12_4_1561610695862,OUT,0,0,0,0,0,0,0,0,9019281,,Cam 2 Entrance 1,5381,http://storage.movstat.com/000594/1721/0122020100118.mp4,3.4.0.0,"gate_12_4_1561610695862, gate_1_8_1600339622903",240,1,0.5,1,pytorch_detector_v2_256x448.pt,,GSOC,0,360,1,4,4,0,0,1,11: 0.5 | 11: 0.5,0,20,0.003,0.01,32,2.01,0.0022,0.1,0.1,0.0004,0.0008,none,,false
0,gate_1_8_1600339622903,IN,0,0,0,0,0,0,0,0,9019281,,Cam 2 Entrance 1,5381,http://storage.movstat.com/000594/1721/0122020100118.mp4,3.4.0.0,"gate_12_4_1561610695862, gate_1_8_1600339622903",240,1,0.5,1,pytorch_detector_v2_256x448.pt,,GSOC,0,360,1,4,4,0,0,1,11: 0.5 | 11: 0.5,0,20,0.003,0.01,32,2.01,0.0022,0.1,0.1,0.0004,0.0008,none,,false
0,gate_1_8_1600339622903,OUT,0,0,0,0,0,0,0,0,9019281,,Cam 2 Entrance 1,5381,http://storage.movstat.com/000594/1721/0122020100118.mp4,3.4.0.0,"gate_12_4_1561610695862, gate_1_8_1600339622903",240,1,0.5,1,pytorch_detector_v2_256x448.pt,,GSOC,0,360,1,4,4,0,0,1,11: 0.5 | 11: 0.5,0,20,0.003,0.01,32,2.01,0.0022,0.1,0.1,0.0004,0.0008,none,,false
1,11,IN,1,0,1,0,1,0,0,100,9019282,,Cam 2 Entrance 1,5381,http://storage.movstat.com/000594/1721/0122020100111.mp4,3.4.0.0,,240,1,0.5,1,pytorch_detector_v2_256x448.pt,,GSOC,0,360,1,4,4,0,0,1,11: 0.5 | 11: 0.5,0,20,0.003,0.01,32,2.01,0.0022,0.1,0.1,0.0004,0.0008,none,,True
0,11,OUT,3,3,0,0,0,0,0,0,9019282,,Cam 2 Entrance 1,5381,http://storage.movstat.com/000594/1721/0122020100111.mp4,3.4.0.0,,240,1,0.5,1,pytorch_detector_v2_256x448.pt,,GSOC,0,360,1,4,4,0,0,1,11: 0.5 | 11: 0.5,0,20,0.003,0.01,32,2.01,0.0022,0.1,0.1,0.0004,0.0008,none,,False
1,11,IN,3,0,5,2,3,40,40,60,9019283,,Cam 2 Entrance 1,5381,http://storage.movstat.com/000594/1721/0122020100115.mp4,3.4.0.0,,240,1,0.5,1,pytorch_detector_v2_256x448.pt,,GSOC,0,360,1,4,4,0,0,1,11: 0.5 | 11: 0.5,0,20,0.003,0.01,32,2.01,0.0022,0.1,0.1,0.0004,0.0008,none,,True
0,11,OUT,3,3,0,0,0,0,0,0,9019283,,Cam 2 Entrance 1,5381,http://storage.movstat.com/000594/1721/0122020100115.mp4,3.4.0.0,,240,1,0.5,1,pytorch_detector_v2_256x448.pt,,GSOC,0,360,1,4,4,0,0,1,11: 0.5 | 11: 0.5,0,20,0.003,0.01,32,2.01,0.0022,0.1,0.1,0.0004,0.0008,none,,False
